fish_num,alternate_num,tray_id,ubc_id,common_name,specimen_unique_id,juv_ad,fresh_frozen,fork_length_mm,mass_g,comments_length_mass,rna_yn,rna_vial,rna_gill_yn,copy_no_cav_a,copy_no_circv,copy_no_cov,copy_no_ctv_1,copy_no_fa_mar,copy_no_fl_psy,copy_no_hkg,copy_no_ic_hof,copy_no_ic_mul,copy_no_ic_spp,copy_no_lo_sal,copy_no_ortho,copy_no_pa_kab,copy_no_pa_pse,copy_no_pa_ther,copy_no_picv_2,copy_no_prv,copy_no_Qin,copy_no_rhab_3,copy_no_salmv,copy_no_sch,copy_no_smukv_b,copy_no_spav_1_e,copy_no_te_mar,copy_no_ven,copy_no_vhsv,ct_cav_a,ct_circv,ct_cov,ct_ctv_1,ct_fa_mar,ct_fl_psy,ct_hkg,ct_ic_hof,ct_ic_mul,ct_ic_spp,ct_lo_sal,ct_ortho,ct_pa_kab,ct_pa_pse,ct_pa_ther,ct_picv_2,ct_prv,ct_Qin,ct_rhab_3,ct_salmv,ct_sch,ct_smukv_b,ct_spav_1_e,ct_te_mar,ct_ven,ct_vhsv,specimen_id,IF_ES1_668,IF_GILT_669,IF_IL11_291,IF_IL17D_294,IF_MMP13_315,IF_MMP25_316,IF_TXN_683,IM_ARRDC2_663,IM_CLEC4E_666,IM_GLUL_670,IM_HSP90ab-15_270,IM_NAPEPLD_676,IM_NUPR1_677,IM_ODC1_678,IM_TAGLN3_681,IS_HAMP_258,IS_IgMs_289,IS_IL15_293,IS_IL1B_295,IS_MHC2B_312,IS_TF_400,MRS_ATP5G3_181,MRS_C7_189,MRS_FYB_241,MRS_HTATIP_272,MRS_IRF1_299,MRS_KRT2-8_305,MRS_PRAS_350,MRS_SCG_377,OS_CA4_194,OS_CEBPB_665,OS_CFTR-I_206,OS_FKBP5_584,OS_HBA_254,OS_NAKATPASE1a_330,OS_NAKATPASE1b_333,OS_PRLR_596,OS_RGS21_597,OS_SHOP21_384,TM_FKBP10-4_583,TM_HSP70_267,TM_HSP90a-15_269,TM_HSP90a-6_271,TM_MAP3K14_308,TM_SERPIN20_379,TM_SERPIN9_380,VDD_GAL3_72,VDD_HERC6_77,VDD_IFI44A_81,VDD_IFIT5_83,VDD_MX_86,VDD_NFX_87,VDD_RSAD_367,VDD_VHSV_108,VDD_VHSV4_107
M7210,CK91,,dfo_onts19_040,Chinook,2019-0050-13-M7210,Adult,Fresh,820,15637.24,large,TRUE,CF40,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.575,0,0,0,0,0,0,0,0,122.605,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,21,999,999,999,999,999,999,999,999,20,999,999,172769,2.190000057,1.620000005,-1.789999962,0.25999999,-1.710000038,-3.019999981,-1.850000024,-1.50999999,-3.950000048,-0.310000002,-1.110000014,-1.580000043,-0.239999995,-1.789999962,2.349999905,-9.359999657,-3.470000029,-0.389999986,1.110000014,-0.330000013,-16.79000092,-0.189999998,-4.349999905,-1.49000001,-1.379999995,-1.00999999,-0.090000004,0.529999971,1.5,2.880000114,-2.00999999,-0.529999971,-0.839999974,-3.029999971,-1.169999957,-0.519999981,-0.289999992,-0.779999971,-1.590000033,0.300000012,-1.559999943,-1.00999999,-3.269999981,-1.139999986,1.190000057,1.149999976,1.139999986,-1.659999967,-0.330000013,-0.230000004,0.850000024,0.189999998,0.059999999,0.419999987,-3.099999905
M7211,CK94,,dfo_onts19_041,Chinook,2019-0050-13-M7211,Adult,Fresh,780,10495.41,large,TRUE,CF41,TRUE,0,0,0,0,0,0,3.05E+26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172720,1.309999943,1.100000024,-0.230000004,1.25,-2.480000019,-3.220000029,-2.180000067,-3.019999981,-2.75999999,-1.350000024,-0.550000012,-1.840000033,-1.779999971,-1.269999981,2.089999914,-8.630000114,-4.659999847,-0.039999999,1.190000057,0.289999992,-12.43000031,-0.970000029,-5.909999847,-1.169999957,-1.25999999,-0.99000001,0.090000004,0.150000006,1.110000014,-0.209999993,-0.860000014,-0.75999999,-1.539999962,-2.279999971,-1.480000019,-1.5,-1.549999952,-0.449999988,-1.230000019,-0.300000012,-0.730000019,-1.039999962,-3.549999952,-0.850000024,0.460000008,0.209999993,0.959999979,-1.570000052,0.589999974,-0.389999986,0.449999988,-0.170000002,-2.559999943,0.25,-2.630000114
M7212,CK97,,dfo_onts19_042,Chinook,2019-0050-13-M7212,Adult,Fresh,670,8177.13,medium,TRUE,CF42,TRUE,0,0,0,0,0,0,9.08E+25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.07,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,19,999,172721,0.689999998,-0.170000002,0.109999999,-0.01,-1.419999957,-3.789999962,-2.369999886,-2.319999933,-2.670000076,-1.710000038,-0.75,-1.399999976,-0.300000012,-0.600000024,2.24000001,-9.819999695,-5.119999886,-0.109999999,0.660000026,-0.100000001,-12.18000031,-0.720000029,-5.559999943,-1.5,-1.379999995,-0.75999999,0.219999999,0.310000002,2.119999886,1.980000019,-1.960000038,0.360000014,-1.220000029,-3.119999886,-0.889999986,-0.75,-0.75999999,-1.870000005,-1.440000057,0.50999999,-1.779999971,-2.150000095,-4.389999866,-2.119999886,0.730000019,0.430000007,1.690000057,-7.699999809,1.200000048,1.600000024,1.50999999,0.280000001,1.00999999,-1.289999962,-0.75
M7213,CK99,,dfo_onts19_043,Chinook,2019-0050-13-M7213,Adult,Fresh,700,8543.27,medium,TRUE,CF43,TRUE,0,0,0,0,0,0,3.73E+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172722,0.959999979,0.800000012,-0.699999988,2.5,-0.569999993,-3.150000095,-1.5,-1.700000048,-2.140000105,-1.610000014,-1.039999962,-1.220000029,-0.5,-2.119999886,1.649999976,-9.220000267,-6.960000038,0.939999998,0.680000007,-0.389999986,-24.76000023,-0.029999999,-3.390000105,-0.660000026,-0.99000001,-0.449999988,0.310000002,0.779999971,-0.280000001,-2.789999962,-2.25,0.050000001,-1.960000038,-1.529999971,0.939999998,-0.270000011,0.560000002,-0.699999988,0.180000007,-0.109999999,-1.190000057,-2.890000105,-3.339999914,-0.07,0.540000021,0.189999998,2.039999962,-0.75,1.25,-0.449999988,-0.109999999,0.109999999,-0.889999986,-1.299999952,-1.840000033
M7214,CK101,,dfo_onts19_044,Chinook,2019-0050-13-M7214,Adult,Fresh,730,9360.45,medium,TRUE,CF44,TRUE,0,0,0,0,0,0,6.35E+31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,16,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172770,0.200000003,2.130000114,0.109999999,0.810000002,-3.75999999,-3.309999943,-2.039999962,-1.940000057,-4.690000057,-0.730000019,-0.239999995,-2.299999952,-0.800000012,-1.519999981,2.460000038,-10.47999954,-4.610000134,0.699999988,2.00999999,1.480000019,-6.349999905,0.409999996,1.549999952,-2.170000076,-2.619999886,-0.5,-0.039999999,0.25,1.25999999,3.970000029,-1.929999948,-3.200000048,-2.430000067,-1.860000014,-1.99000001,-0.949999988,-1.389999986,-0.839999974,-5.46999979,-1.870000005,-2.5,-6.400000095,-7.78000021,-1.960000038,-1.519999981,-1.330000043,0.270000011,4.309999943,-2.410000086,-1.299999952,-0.649999976,0.300000012,-3.289999962,0.270000011,-2.049999952
M7215,CK111,,dfo_onts19_045,Chinook,2019-0050-13-M7215,Adult,Fresh,740,11944.11,medium,TRUE,CF45,TRUE,0,0,0,0,0.47,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,31,999,9,999,999,25,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172771,2.279999971,-0.349999994,0.330000013,1.070000052,-1.450000048,-3.619999886,-2.400000095,-1.24000001,-2.710000038,-1.299999952,-0.860000014,-1.399999976,-0.370000005,-1.679999948,2.119999886,-9.869999886,-6.789999962,-0.230000004,0.819999993,0.409999996,-11.93999958,-0.970000029,-4.380000114,-1.350000024,-1.25,-0.930000007,-0.050000001,-0.079999998,1.659999967,-1.710000038,-2.140000105,-0.550000012,-0.389999986,-1.889999986,-1.49000001,-1.169999957,-0.889999986,-1.559999943,-0.699999988,0.5,-2.109999895,-4.170000076,-4.409999847,-1.370000005,-0.75999999,-0.519999981,1.059999943,-2.430000067,-0.109999999,-0.379999995,0.74000001,0.079999998,-1.25,-0.330000013,-1.409999967
M7216,CK114,,dfo_onts19_046,Chinook,2019-0050-13-M7216,Adult,Fresh,650,7541.35,medium,TRUE,CF47,TRUE,0,0,0,0,0,0,1.58E+22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172723,1.200000048,0.790000021,0.01,1.899999976,-0.699999988,-2.440000057,-1.120000005,-2.160000086,-3.75999999,-1.570000052,-1.450000048,-1.049999952,-0.910000026,-0.119999997,2.140000105,-8.649999619,-4.360000134,0.660000026,1.570000052,1.159999967,-12.02000046,0.289999992,-4.869999886,-0.800000012,-1.25999999,-0.920000017,0.389999986,0.540000021,1.950000048,3.690000057,-0.730000019,-0.319999993,-0.289999992,-1.820000052,0.680000007,-0.519999981,-0.449999988,-0.5,-0.959999979,0.699999988,-1.730000019,-2.119999886,-6.300000191,-1.169999957,0.519999981,0.01,1.460000038,-3.00999999,0.140000001,-0.25,0.289999992,-0.07,-2.359999895,-0.150000006,-3.529999971
M7217,CK115,,dfo_onts19_047,Chinook,2019-0050-13-M7217,Adult,Fresh,780,14874.45,large,TRUE,CF48,TRUE,0,0,0,0,0,0,7.38E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172724,1.00999999,0.49000001,-0.680000007,1.620000005,-2.279999971,-3.319999933,-2.160000086,-2.470000029,-3.480000019,-1.600000024,-0.540000021,-1.309999943,-1.220000029,-1.269999981,2.319999933,-9.090000153,-6.849999905,-0.349999994,0.829999983,-0.810000002,-10.85999966,0.409999996,-5.070000172,-0.949999988,-1.279999971,-0.889999986,0.479999989,0.519999981,1.299999952,-3.589999914,-1.700000048,-0.439999998,-0.769999981,-2.430000067,-1.090000033,-0.959999979,-1.970000029,-1.230000019,-1.070000052,0.730000019,-1.110000014,-3.799999952,-6.349999905,-1.279999971,0.059999999,0.569999993,1.200000048,-3.480000019,0.810000002,-0.790000021,0.159999996,-0.49000001,-3.660000086,-13.73999977,-3.00999999
M7218,CK116,,dfo_onts19_048,Chinook,2019-0050-13-M7218,Adult,Fresh,700,7710.3,medium,TRUE,CF49,TRUE,0,0,3.89,0,0.31,0,2.27E+23,0,0,0,0,0,0,35.19,0,0,0,0,0,0,0,0,0,0,0,0,999,999,25,999,29,999,9,999,999,999,999,999,999,24,999,999,999,999,999,999,999,999,999,999,999,999,172725,0.99000001,0.74000001,-0.349999994,1.070000052,-4.199999809,-2.970000029,-2.180000067,-1.860000014,-4.050000191,-0.560000002,-0.439999998,-1.600000024,-1,-1.090000033,2.039999962,-9.600000381,-5.349999905,-0.109999999,1.029999971,-0.920000017,-12.43000031,-0.379999995,-5.699999809,-1.320000052,-1.590000033,-0.810000002,0.07,0.129999995,1.480000019,1.549999952,-1.429999948,-0.959999979,-1.919999957,-2.079999924,-2.190000057,-1.460000038,-2.710000038,-0.910000026,-1.789999962,0.460000008,-2.109999895,-2.609999895,-4.570000172,-2.079999924,-0.879999995,-0.439999998,-0.239999995,-3.200000048,0.209999993,-3.359999895,0.180000007,-0.610000014,-1.580000043,-0.140000001,-3.150000095
M7219,CK118,,dfo_onts19_049,Chinook,2019-0050-13-M7219,Adult,Fresh,790,13311.56,large,TRUE,CF50,TRUE,0,0,0,0,0.03,0,6.12E+19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,33,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172726,1.24000001,0.959999979,0.560000002,0.419999987,-1.120000005,-1.950000048,-0.860000014,-2.269999981,-4.170000076,-0.610000014,-0.25,-1.370000005,-1.049999952,-0.660000026,1.940000057,-7.869999886,-4.980000019,-0.02,0.75999999,1.100000024,-12.71000004,-0.460000008,-5.650000095,-1.159999967,-1.549999952,0.050000001,-0.409999996,0.74000001,1.24000001,1.340000033,-1.809999943,-0.589999974,-0.200000003,-2.460000038,-0.059999999,-0.569999993,-0.109999999,-0.860000014,-1.370000005,-0.330000013,-0.930000007,-2.279999971,-5.909999847,-0.810000002,-0.330000013,0.209999993,0.49000001,-1.210000038,-0.280000001,-0.419999987,0.879999995,-0.25999999,-1.600000024,-1.899999976,-2.75999999
M7220,CK120,,dfo_onts19_050,Chinook,2019-0050-13-M7220,Adult,Fresh,640,6326.9,medium,TRUE,CF51,TRUE,0,0,1.74,0,3.26,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,999,999,27,999,27,999,9,999,999,999,999,999,999,515,999,999,999,999,999,999,999,999,999,999,999,999,172772,0.620000005,-0.660000026,-0.379999995,-0.709999979,-3.549999952,-3.25999999,-2.670000076,-2.529999971,-3.119999886,-0.949999988,-0.839999974,-1.190000057,-1.25999999,-0.310000002,2.269999981,-9.869999886,-3.910000086,-1.220000029,1.299999952,0.800000012,-15.56000042,-1.149999976,-4.630000114,-1.830000043,-1.370000005,-0.910000026,0.639999986,0.300000012,1.299999952,2.25999999,-1.559999943,-0.560000002,-1.450000048,-2.779999971,-2.190000057,-1.419999957,-2.619999886,-1.779999971,-1.039999962,1.100000024,-0.720000029,-2.819999933,-4.059999943,-0.610000014,0.239999995,-0.639999986,0.670000017,-2.410000086,0.07,-0.959999979,0.230000004,0.00131081,-3.299999952,0.370000005,-1.860000014
M7221,CK122,,dfo_onts19_051,Chinook,2019-0050-13-M7221,Adult,Fresh,750,10578.02,medium,TRUE,CF52,TRUE,0,0,0,0,0.16,0,1.42E+19,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.845,0,0,999,999,999,999,30,999,9,24,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,22,999,999,172727,0.300000012,0.100000001,0.540000021,-1.149999976,-2.970000029,-3.539999962,-1.730000019,-3.400000095,-2.980000019,-1.049999952,-0.560000002,-2.980000019,-1.710000038,-1.230000019,2.369999886,-8.729999542,-7.329999924,-0.550000012,0.370000005,0.629999995,-12.06000042,-1.100000024,-9.640000343,-1.940000057,-1.769999981,-0.870000005,-1.350000024,0.629999995,0.119999997,1.379999995,-1.110000014,-4.159999847,-1.129999995,-2.24000001,-2.089999914,-2.410000086,-4.190000057,-0.75999999,-3.519999981,-0.819999993,-1.360000014,-2.299999952,-3.589999914,-3.279999971,0.310000002,0.600000024,-0.810000002,-2.25,-0.550000012,-1.190000057,-0.189999998,-0.560000002,-2.599999905,-0.899999976,-3.380000114
M7222,CK123,,dfo_onts19_052,Chinook,2019-0050-13-M7222,Adult,Fresh,840,16665.79,large,TRUE,CF53,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635,0,0,0,0,0,0,36.105,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,26.5,999,999,999,999,999,999,22,999,999,172773,0.730000019,-0.150000006,-0.419999987,0.209999993,-2.160000086,-3.319999933,-2.849999905,-2.670000076,-2.730000019,-1.419999957,-1.159999967,-1.690000057,-1.50999999,-1.299999952,1.539999962,-7.570000172,-6.289999962,0.150000006,1.529999971,-0.289999992,-16.28000069,-0.899999976,-5.139999866,-2.089999914,-1.659999967,-1.309999943,0.790000021,0.370000005,2.210000038,-1.139999986,-1.460000038,-1.019999981,-2.539999962,-2.109999895,-2.359999895,-1.639999986,-2.220000029,-1.409999967,-1.190000057,0.419999987,-1.149999976,-1.519999981,-5.5,-0.660000026,0.129999995,0.460000008,1.210000038,-0.02,0.25,0.209999993,0.519999981,0.540000021,-0.819999993,-1.74000001,0.01
M7223,CK126,,dfo_onts19_053,Chinook,2019-0050-13-M7223,Adult,Fresh,710,7018.91,medium,TRUE,CF54,TRUE,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.48,0,0,999,999,999,999,31,999,12,999,999,999,999,999,999,515.5,999,999,999,999,999,999,999,999,999,28,999,999,172774,-1.440000057,0.579999983,-1,0.560000002,-2.119999886,-3.849999905,-1.289999962,-2.400000095,-3.980000019,-2.799999952,-0.850000024,-3.109999895,-1.74000001,-1.75,1.679999948,-7.420000076,-5.340000153,0.790000021,2.450000048,0.209999993,-9.850000381,-0.01,-6.739999771,-2.109999895,-2.599999905,-1.190000057,0.319999993,0.699999988,1.610000014,2.059999943,-1.49000001,-6.869999886,-4,-1.5,-2.980000019,-2.50999999,-4.800000191,-0.819999993,-2.200000048,-1.129999995,-1.519999981,-2.640000105,-6.639999866,-3.779999971,0.379999995,-0.550000012,-0.25999999,-3.380000114,-3.589999914,-1.080000043,-1.100000024,-0.319999993,-1.169999957,-6.610000134,-6.849999905
M7224,CK127,,dfo_onts19_054,Chinook,2019-0050-13-M7224,Adult,Fresh,790,11666.45,large,TRUE,CF55,TRUE,0,0,0,0,0.38,0,0,0,0,0,0,0,0,1004.365,13.195,0,0,0,0,0,0,0,0,0.395,0,0,999,999,999,999,31,999,9,999,999,999,999,999,999,18,25.5,999,999,999,999,999,999,999,999,28,999,999,172775,1.269999981,0.119999997,-1.179999948,0.629999995,-0.930000007,-3.359999895,-2.019999981,-1.440000057,-2.839999914,-0.819999993,-1.25,-1.230000019,-0.25999999,-1.159999967,2.930000067,-9.319999695,-5.059999943,0.180000007,1.590000033,1.049999952,-12.97000027,-0.159999996,-5.369999886,-1.580000043,-0.800000012,-1.340000033,0.939999998,0.769999981,1.980000019,-1.210000038,-0.409999996,-0.209999993,-0.600000024,-1.519999981,-0.430000007,-0.419999987,0.409999996,-1.019999981,-0.200000003,1,-0.409999996,-2.680000067,-3.930000067,-0.310000002,0.779999971,0.180000007,1.470000029,-0.02,0.479999989,-0.310000002,0.589999974,0.439999998,-0.810000002,0.899999976,-1.350000024
M7225,CK128,,dfo_onts19_055,Chinook,2019-0050-13-M7225,Adult,Fresh,830,14587.03,large,TRUE,CF56,TRUE,0,0,0,0,0.03,0,1.97E+25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,33,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172728,0.889999986,0.280000001,-1.00999999,0.810000002,-1.75,-2.930000067,-1.980000019,-2.299999952,-4.579999924,-1.129999995,-0.400000006,-1.529999971,-1.230000019,-1.360000014,1.840000033,-10.64999962,-5.010000229,0.01,0.49000001,-0.300000012,-12.93000031,-1.039999962,-5.929999828,-1.289999962,-1.350000024,-0.629999995,0.079999998,0.50999999,0.639999986,-0.709999979,-1.370000005,-1.200000048,-0.25999999,-3.25,-1.039999962,-1.700000048,-1.639999986,-0.389999986,-1.929999948,0.74000001,-1.419999957,-3.99000001,-5.179999828,-1.120000005,-0.209999993,-0.569999993,0.409999996,-3.99000001,0.270000011,-0.180000007,0.150000006,-0.469999999,-2.019999981,-1.980000019,-1.649999976
M7226,CK130,,dfo_onts19_056,Chinook,2019-0050-13-M7226,Adult,Fresh,820,13235.36,large,TRUE,CF57,TRUE,0,0,0,0,0.31,0,0,0,0,0,82.59,0,0,109.835,5.705,0,0,0,0,0,0,0,0,89.275,0,0,999,999,999,999,31,999,9,999,999,999,22,999,999,21,26.5,999,999,999,999,999,999,999,999,20.5,999,999,172776,1.600000024,0.419999987,-0.49000001,0.529999971,-1.470000029,-2.609999895,-1.50999999,-1.279999971,-2.579999924,-0.550000012,-0.550000012,-1.279999971,-0.889999986,-0.589999974,1.820000052,-10.40999985,-5.059999943,0.430000007,1.279999971,-0.230000004,-13,-0.200000003,-4.159999847,-1.129999995,-1.529999971,-1.100000024,0.270000011,0.660000026,2.680000067,0.379999995,-1.129999995,-0.680000007,0.079999998,-4.28000021,0.349999994,-0.209999993,0.379999995,-1.100000024,0.119999997,0.519999981,-2.059999943,-2.680000067,-2.869999886,-1.399999976,0.200000003,-0.810000002,0.610000014,-2.059999943,-1.00999999,-0.270000011,0.670000017,-0.090000004,-0.74000001,0.189999998,-1.129999995
M7227,CK131,,dfo_onts19_057,Chinook,2019-0050-13-M7227,Adult,Fresh,750,11584.91,medium,TRUE,CF58,TRUE,0,0,0,0,0.08,0,0,0,0,0,0,0,0,10.69,0,0,0,0,0,0,0,0,0,0,32.425,0,999,999,999,999,33,999,9,999,999,999,999,999,999,24,999,999,999,999,999,999,999,999,999,999,21,999,172777,1.179999948,0.159999996,-1.230000019,0.310000002,-2.50999999,-4.099999905,-1.940000057,-1.809999943,-3.200000048,-1.299999952,-1.230000019,-1.039999962,-0.790000021,-0.660000026,2.579999924,-11.76000023,-3.670000076,0.560000002,1.75,1.809999943,-16.25,-0.050000001,-4.889999866,-1.580000043,-2.069999933,-1.399999976,-0.239999995,0.479999989,2.069999933,0.002567127,-0.74000001,-0.610000014,-2.319999933,-2.799999952,-1.559999943,-0.400000006,-1.429999948,-1.080000043,-2.319999933,0.5,-2.49000001,-1.960000038,-4.360000134,-1.230000019,0.600000024,0.409999996,1.559999943,-1.940000057,-0.469999999,-1.080000043,0.230000004,0.02,-2.809999943,-1.200000048,-2.230000019
M7228,CK132,,dfo_onts19_058,Chinook,2019-0050-13-M7228,Adult,Fresh,810,14235.53,large,TRUE,CF59,TRUE,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,30.5,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172778,1.169999957,1.340000033,-0.109999999,0.189999998,-2.170000076,-3.920000076,-1.889999986,-1.870000005,-3.309999943,-0.709999979,-0.409999996,-1.320000052,-0.800000012,-0.569999993,1.669999957,-11.27000046,-5.75,0.389999986,1.769999981,0.879999995,-19.75,-0.600000024,-5.510000229,-1.690000057,-1.299999952,-0.829999983,-0.090000004,0.629999995,1.570000052,1.25999999,-0.079999998,-0.300000012,-0.970000029,-1.100000024,-0.730000019,-0.270000011,-0.519999981,0.100000001,-1.389999986,0.319999993,-1.059999943,-2.460000038,-3.450000048,-1.570000052,0.400000006,0.389999986,0.879999995,-1.480000019,-0.379999995,-0.639999986,0.119999997,0.090000004,-2.059999943,-0.589999974,-2.539999962
M7229,CK133,,dfo_onts19_059,Chinook,2019-0050-13-M7229,Adult,Fresh,770,10860.1,large,TRUE,CF60,TRUE,0,0,0,0,0,0,1.92E+15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0,0,0,0,0,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,999,999,999,999,29,999,999,999,999,999,172729,0.839999974,0.310000002,0.720000029,1.629999995,-1.980000019,-3.039999962,-2.930000067,-1.179999948,-2.190000057,-1.419999957,-0.479999989,-1.409999967,-0.639999986,-0.870000005,2.319999933,-8.010000229,-4.619999886,0.280000001,0.769999981,-0.25,-10.06999969,0.109999999,-6.139999866,-1.200000048,-1.269999981,-0.660000026,0.639999986,0.479999989,1.480000019,-3.519999981,-1.779999971,-0.660000026,-1.590000033,-0.829999983,-0.779999971,-0.879999995,-1.269999981,-1.590000033,0.109999999,1.24000001,-1.120000005,-2.519999981,-4.260000229,-0.460000008,1.200000048,0.589999974,0.959999979,-1.370000005,0.349999994,-0.660000026,0.689999998,-0.100000001,0.150000006,-0.379999995,-1.159999967
M7230,CK134,,dfo_onts19_060,Chinook,2019-0050-13-M7230,Adult,Fresh,860,15114.27,large,TRUE,CF61,TRUE,0,0,0,0,0,0,3.20E+20,0,0,0.015,0,0,0,0,0.655,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,515.5,999,999,999,999,515,999,999,999,999,999,999,999,999,999,999,999,172730,0.910000026,0.419999987,-0.74000001,1.330000043,-1.360000014,-3.519999981,-1.230000019,-1.909999967,-2.700000048,-1.350000024,-0.959999979,-1.279999971,-0.75999999,-1.100000024,1.769999981,-11.44999981,-2.930000067,0.74000001,0.75999999,1.25999999,-15.47999954,0.400000006,-4.869999886,-0.829999983,-1.279999971,-1.039999962,0.560000002,0.370000005,1.629999995,1.5,-1.379999995,-0.370000005,-1.25999999,-3.480000019,0.629999995,-0.680000007,-0.050000001,-1.059999943,-0.779999971,0.889999986,-1.690000057,-2.079999924,-3.779999971,-0.75999999,1.340000033,0.870000005,1.299999952,-1.639999986,1.149999976,-0.860000014,-0.159999996,-0.349999994,-3.25,-6.5,-2.369999886
M7231,CK135,,dfo_onts19_061,Chinook,2019-0050-13-M7231,Adult,Fresh,800,14059.79,large,TRUE,CF62,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,14,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172731,-0.560000002,1.120000005,-1.5,1.330000043,-1.99000001,-4.03000021,-1.590000033,-2.279999971,-1.409999967,-0.569999993,-0.860000014,-2.529999971,-1.149999976,-1,2.349999905,-8.600000381,-6.730000019,1.879999995,2.150000095,2.589999914,-7.570000172,0.629999995,-0.790000021,-1.120000005,-1.779999971,-0.689999998,0.140000001,1.220000029,0.879999995,2.400000095,-0.910000026,-4.28000021,-0.949999988,-1.480000019,-1.50999999,-1.320000052,-4.309999943,0.25,-1.440000057,-0.959999979,-1.309999943,-2.650000095,-6.480000019,-2.700000048,1.389999986,0.670000017,0.469999999,-1.870000005,-0.800000012,-0.649999976,-1.179999948,-0.5,-1.100000024,-2.039999962,-6.909999847
M7232,CK136,,dfo_onts19_062,Chinook,2019-0050-13-M7232,Adult,Fresh,850,15567.45,large,TRUE,CF63,TRUE,0,0,0,0,0.38,0,0,0,0,0.225,0,0,0,74.595,0,0,0,0,0,0,0,0,0,0.865,0,0,999,999,999,999,31,999,9,999,999,513.5,999,999,999,21,999,999,999,999,999,999,999,999,999,28,999,999,172779,1.159999967,-0.180000007,-0.349999994,0.430000007,-0.790000021,-5.03000021,-2.170000076,-1.779999971,-2.619999886,-1.149999976,-0.779999971,-1.480000019,-1.440000057,-1.75,2.150000095,-12.21000004,-5.360000134,-0.270000011,1.370000005,-0.059999999,-13.13000011,-1.120000005,-5.25,-1.649999976,-1.470000029,-1.080000043,-0.02,0.239999995,1.210000038,-1.889999986,-1.200000048,-0.560000002,-1.570000052,-2.440000057,-1.090000033,-1.25999999,-0.389999986,-1.49000001,-1.620000005,0.720000029,-0.899999976,-3.119999886,-6.449999809,-0.980000019,-0.140000001,-0.519999981,0.469999999,-2,0.289999992,-1.610000014,-0.01,-0.059999999,-1.169999957,-2.880000114,-2.200000048
